Sentiment,Sentence,Clean sentences
1356,1,"M-real Corporation Press release on 3 November at 10:35 am M-real Corporation was the second best company in the materials sector including e.g. forest industry companies in the Carbon Disclosure Leadership Index CDLI , Nordic Report 2009 .",mreal corporation press release 3 november 1035 mreal corporation second best company materials sector including eg forest industry companies carbon disclosure leadership index cdli nordic report 2009
1357,-1,"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",budapest august 10 mti finnish electronics maker elcoteq lay 700 workers plants pecs hungary end september falling orders communications director elcoteq local unit zoltan krippl told mti monday
1358,-1,"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",profit period totalled eur 08 mn eur 11 mn corresponding period 2008
1359,1,Tekla will implement the renewal in software versions which will be introduced in spring 2011 .,tekla implement renewal software versions introduced spring 2011
1360,-1,Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,market share decreased route helsinki finland tallinn estonia 01 percentage points 248
1361,0,The new units should become one of the largest ones within the company .,new units become one largest ones within company
1362,0,"Of course , you 'll have direct access to Nokia 's Ovi store , so you 'll have lots of fun downloading your favorite media .",course direct access nokia ovi store lots fun downloading favorite media
1363,0,"The podcast , sees Harple provide the low-down on GyPSii 's platform , which takes someone 's location and demographic information to produce a contextual index of the world around them .",podcast sees harple provide lowdown gypsii platform takes someone location demographic information produce contextual index world around
1364,0,The Diameter Protocol is developed according to the standards IETF RFC 3588 and IETF RFC 3539 .,diameter protocol developed according standards ietf rfc 3588 ietf rfc 3539
1365,1,Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,finnish metal products company componenta oyj net profit rose 261 mln euro 359 mln first quarter 2007 53 mln euro 73 mln period 2006
1366,1,"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",however sales volumes food industry expected remain relatively good levels finland scandinavia atria said
1367,-1,Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .,operating profit decreased eur 112 mn eur 166 mn
1368,-1,F-Secure also point out the logical weakness in the sequenced numbers of a card approach that has apparently already been utilised .,fsecure also point logical weakness sequenced numbers card approach apparently already utilised
1369,-1,"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",one dark spot horizon however company performance finnish bottled water market
1370,0,"The permanent magnet generators and power converters are today the preferred solution in new wind turbine designs , the company said .",permanent magnet generators power converters today preferred solution new wind turbine designs company said
1371,0,"ALEXANDRIA , Va. , July 11 -- Hannu Kahonen of Juuka , Finland , has developed an ornamental design for a handle for fire pit door , the U.S. Patent & Trademark Office announced .",alexandria va july 11 hannu kahonen juuka finland developed ornamental design handle fire pit door yous patent trademark office announced
1372,1,"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .",q1 10 19 april 2010 finnish forest machinery equipment maker ponsse oyj hel pon1v said today expects swing net profit eur6 3 first quarter 2010 eur9 6 loss year earlier
1373,1,"Finnish Ahlstrom Corporation will double its investments in a new specialty glassfiber reinforcement plant in South Carolina , in the US .",finnish ahlstrom corporation double investments new specialty glassfiber reinforcement plant south carolina us
1374,1,"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .",cost savings rise 20 mln eur year 2007 oko said
1375,0,Fortum had intended to spend as much as ( EURO ) 2.7 bn to become the sole owner of TGK-10 .,fortum intended spend much euro 27 bn become sole owner tgk10
1376,-1,"On the other hand , Finnish sawmills ' production has decreased even more .",hand finnish sawmills production decreased even
1377,1,Ramirent is a leading company in machinery and equipment rentals for construction and industry .,ramirent leading company machinery equipment rentals construction industry
1378,-1,The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,company reported today operating loss eur0 1 net sales eur4 5 first quarter 2008
1379,-1,"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",finnish suominen flexible packaging cutting 48 jobs unit tampere two nastola finland
1380,0,`` The flex is a small price to pay for happy lenders . '',flex small price pay happy lenders
1381,-1,The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,company slipped operating loss eur 26 million profit eur 13 million
1382,0,"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .",patrick jeambar also continue responsible innovation health safety environment hsea functions ahlstrom corporation
1383,1,"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",operating profit net sales 12month period increased respectively eur21 5 eur196 1 compared 2005
1384,-1,"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",finnish suominen flexible packaging cutting 48 jobs unit tampere two nastola finland
1385,0,"Finnish AC drives manufacturer Vacon is acquiring the AC drives business of TB Wood 's , part of the US group Altra Holdings .",finnish ac drives manufacturer vacon acquiring ac drives business tb wood part us group altra holdings
1386,-1,Finnish Bank of +_land reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,finnish bank land reports operating profit fell eur 49 mn third quarter 2007 eur 56 mn third quarter 2006
1387,0,The goal will be achieved via organic growth possibly supplemented by acquisitions .,goal achieved via organic growth possibly supplemented acquisitions
1388,0,Protalix is developing genetically engineered proteins from plant cells .,protalix developing genetically engineered proteins plant cells
1389,1,"The transaction doubles Tecnomens workforse , and adds a fourth to their net sales .",transaction doubles tecnomens workforse adds fourth net sales
1390,1,Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,operating profit rose eur 16 mn eur 11 mn corresponding period 2006
1391,1,"Tieto was looking for an energy solution which would best support the idea of sustainable development , and we were happy to be able to provide such a solution , saysJouni Haikarainen , Vice President , Fortum .",tieto looking energy solution would best support idea sustainable development happy able provide solution saysjouni haikarainen vice president fortum
1392,-1,"As a result of the negotiations , the amount of employment contracts to be terminated is 13 .",result negotiations amount employment contracts terminated 13
1393,1,"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",current year raute expects net sales increase operating result positive
1394,1,Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,operating income rose eur 6964 mn eur 6003 mn 2009
1395,0,`` They 've already allocated money for the inventory .,already allocated money inventory
1396,1,"Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier .",finnish flexible packaging manufacturer suominen corporation reports net sales eur 545 mn first quarter 2008 compared eur 543 mn year earlier
1397,-1,"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",dolce gabbana asked european union declare marimekko corporation unikko floral pattern trademark invalid continuing dispute two companies
1398,1,"HELSINKI (Thomson Financial)- Kemira GrowHow swung into profit in its first quarter earnings on improved sales , especially in its fertilizer business in Europe , which is normally stronger during the first quarter .",helsinki thomson financial kemira growhow swung profit first quarter earnings improved sales especially fertilizer business europe normally stronger first quarter
1399,-1,"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .",finnish shipping company finnlines grimaldi group reports net sales decreased eur 2418 mn januaryjune 2009 eur 3840 mn corresponding period 2008
1400,1,"According to CEO Matti Karppinen , Frozen Foods posted a good result in 2010 , as it did in 2009 .",according ceo matti karppinen frozen foods posted good result 2010 2009
1401,0,"The market making in accordance with the agreement will begin on September 24 , 2009 .",market making accordance agreement begin september 24 2009
1402,1,"Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways .",outokumpu finland stainless steel manufacturer plans enter supply agreement indian railways
1403,-1,"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010 .",finnish software hardware developer elektrobit oyj hel ebg1v eb said today temporarily lay 200 people maximum 90 day finland aiming achieve cost savings eur 17 million usd 2m second half 2010
1404,0,"The orange-handled scissors from Fiskars are part of the permanent design collection of the Museum of Modern Art in New York , as well as the Philadelphia Museum of Art .",orangehandled scissors fiskars part permanent design collection museum modern art new york well philadelphia museum art
1405,-1,Net sales dropped by 6 % year-on-year to EUR 11.9 million .,net sales dropped 6 yearonyear eur 119 million
1406,-1,Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,finnish meat company atria longer promise sufficient amount domestic beef customers
1407,0,"Marimekko makes all sorts of colorful little impulse buys `` umbrellas , baby bibs , change purses `` and they 're all for sale , the better to take advantage of shoppers who ca n't commit to furniture but want a piece of the action .",marimekko makes sorts colorful little impulse buys umbrellas baby bibs change purses sale better take advantage shoppers ca nt commit furniture want piece action
1408,-1,"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories .",result company temporarily layoff 25 whole personnel approximately 270 persons kirkkonummi nivala factories
1409,-1,L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,lt net profit whole 2010 dropped eur 36 million eur 45 million 2009
1410,0,"The important thing now is to keep the bank 's existing 15,000 customers .",important thing keep bank existing 15000 customers
1411,0,"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added .",decision made whether group agrees import estonian meat meat products finland paper added
1412,-1,"According to Aktia Asset Management , Finnish analysts ' forecasts for 2009 are still too high .",according aktia asset management finnish analysts forecasts 2009 still high
1413,0,"So far the company has awarded more than $ 350,000 worth of tools and materials .",far company awarded 350000 worth tools materials
1414,-1,"Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts .",additionally company terminate maximum nine salaried senior salaried employees employment contracts
1415,1,"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",finnish technology group aspocomp group oyj omx helsinki acg1v issued third quarter report thursday 13 november posting operating profit eur0 4 compared loss eur0 5 third quarter 2007
1416,1,Finnish forest machinery manufacturer Ponsse has agreed with Volvo on the start of cooperation in Latin America .,finnish forest machinery manufacturer ponsse agreed volvo start cooperation latin america
1417,1,"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",operating profit sales threemonth period increased respectively eur0 3 eur13 1 compared corresponding period 2005
1418,1,Clothing chain Sepp+Æl+Æ 's net sales increased by 7.0 % to EUR 30.8 mn .,clothing chain seppl net sales increased 70 eur 308 mn
1419,-1,"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",cocacola market leader manufacturers market share 369 22 corresponding period 20042005
1420,-1,"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .",sale result capital loss eur5m solidium obtained tikkurila shares march 2010
1421,1,"Overall , 50 percent of respondents were confident about their security when banking online .",overall 50 percent respondents confident security banking online
1422,-1,Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,finnish media company talentum oyj net profit decreased 25 mln euro 40 mln first quarter 2008 30 mln euro 47 mln period 2007
1423,0,"According to Barclays , the F-Secure software will protect users from hackers , viruses , spyware and other digital attacks .",according barclays fsecure software protect users hackers viruses spyware digital attacks
1424,-1,Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,operating loss amounted eur 09 mn first half 2006 compared profit eur 05 mn first half 2005
1425,-1,The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,elcoteq group recently announced last three months previous year brought major loss half billion kroons eur 32 mln fifth quarter running
1426,1,"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",price kesko share 10 mln euro 155 mln recognize gain 40 mln euro 62 mln disposal included result second quarter 2008
1427,1,Finnish Outokumpu Technology has been awarded several new grinding technology contracts .,finnish outokumpu technology awarded several new grinding technology contracts
1428,0,"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .",one price category calls preferred operator network another calls operators networks
1429,1,Deliveries have started and the network will be ready for a launch soon .,deliveries started network ready launch soon
1430,1,`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .,additional flight linking mumbai helsinki dictated strong traffic demand asia europe
1431,1,The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,company make marketing sales investments initiated 2009 even efficient 2010
1432,-1,"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",operating profit 12month period decreased eur157 5 net sales increased eur634 3 compared 2007
1433,-1,"According to Arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed .",according arokarhu purchases scanned cash register computer disappeared total sum key pressed
1434,0,"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights .",metsaliitto sell 11 million b shares neomarkka accounting 183 pct neomarkka equity 127 pct voting rights
1435,1,"According to the company , its operating profit , excluding non-recurring items , in the fourth quarter of 2009 was significantly better than expected , and also better than the figures for the fourth quarter of 2008 .",according company operating profit excluding nonrecurring items fourth quarter 2009 significantly better expected also better figures fourth quarter 2008
1436,1,Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,nordea group operating profit increased 2010 18 percent yearonyear 364 billion euros total revenue 3 percent 933 billion euros
1437,-1,The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,elcoteq group recently announced last three months previous year brought major loss half billion kroons eur 32 mln fifth quarter running
1438,0,( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ),spokesperson told wwd expect 5050 mix clothing home decor
1439,-1,"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",period sales dropped eur30 6 eur38 3 according interim report released today
1440,1,`` The Government has had a very professional approach in assessing the offer .,government professional approach assessing offer
1441,1,UPM-Kymmene has generated thirty-one consecutive quarters of positive EBITDA .,upmkymmene generated thirtyone consecutive quarters positive ebitda
1442,-1,"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",finnair passenger load factor measures number sold seats share available seats dropped 13 percentage points 767 september
1443,0,"HKScan is one of the leading food companies in northern Europe with homemarkets in Finland , Sweden , the Baltic countries and Poland .",hkscan one leading food companies northern europe homemarkets finland sweden baltic countries poland
1444,-1,The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,layoffs affect 240 people total 320 okmetic employees finland
1445,1,Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,earnings per share eps rose eur 011 eur 003
1446,0,This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .,solution extension existing online mediation solution delivered earlier comptel ibm
1447,1,"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s .",lifetree founded 2000 revenues risen average 40 margins late 30s
1448,0,"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities .",metsabotnia finance payment dividends repayment capital repurchase shares funds deriving divestment uruguay operations shares pohjolan voima utilising existing financing facilities
1449,0,Earnings per share were EUR -0.04 -0.06 .,earnings per share eur 004 006
1450,1,"The Vaisala Group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products .",vaisala group successful international technology company develops manufactures markets electronic measurement systems products
1451,-1,"The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",negotiation resulted reduction 80 people regular employment around half covered pension arrangements
1452,1,The program 's target is structural cost reductions of about EUR 30mn in 2009 .,program target structural cost reductions eur 30mn 2009
1453,-1,The production is to be liquidated before June 2009 and 325 employees loose their jobs .,production liquidated june 2009 325 employees loose jobs
1454,1,"We are glad that our long co-operation with SODRA continues '' , comments Stig-Goran Sandberg , Affecto 's Area Manager for Baltic operations .",glad long cooperation sodra continues comments stiggoran sandberg affecto area manager baltic operations
1455,1,"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",end review period nordic aluminium order book stood eur 877 mn compared eur 704 2005
1456,0,"According to the Finnish-Russian Chamber of Commerce , all the major construction companies of Finland are operating in Russia .",according finnishrussian chamber commerce major construction companies finland operating russia
1457,0,"The store is located in Poznan in a shopping center named Pestka , the company added .",store located poznan shopping center named pestka company added
1458,1,The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,aim annual improvement ruukki construction operating profit eur 3 million usd 41 starting 2009
1459,-1,"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",yit lodged counter claims neste oil totaling eur25m primarily based work carried contract additional costs incurred due prolongation project
1460,-1,"TeliaSonera 's underlying results however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said .",teliasonera underlying results however included 457 mln skr positive oneoffs hence adjusted underlying ebitda actually amounts 7309 bln skr clearly expectations analysts said
1461,1,1 Block lamp Harri Koskinen 's light was introduced in 1996 and has been a bestseller ever since .,1 block lamp harri koskinen light introduced 1996 bestseller ever since
1462,1,services supplier Efore Plc to streamline operations in Finland and the US Finnish electronic systems and services supplier Efore Plc ( OMX Helsinki : EFO1V ) said on Tuesday ( 3 February ) that it has initiated statutory negotiations regarding a streamlining of its operations in Finland .,services supplier efore plc streamline operations finland us finnish electronic systems services supplier efore plc omx helsinki efo1v said tuesday 3 february initiated statutory negotiations regarding streamlining operations finland
1463,1,"In the autumn , it plans to expand service to St. Petersburg and Moscow and launch service to Yekaterinburg , Russia , flying there three times a week .",autumn plans expand service st petersburg moscow launch service yekaterinburg russia flying three times week
1464,1,"Exel Composites ' long-term growth prospects remain favourable , however .",exel composites longterm growth prospects remain favourable however
1465,1,"`` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route , '' head of the shipbuilder 's Rauma yard , Timo Suistio , said .",po ferries efficient powerful vessel dover calais route head shipbuilder rauma yard timo suistio said
1466,1,Net profit was 35.5 mln compared with 29.8 mln .,net profit 355 mln compared 298 mln
1467,0,"We now have both the opportunity and the responsibility to create a new journalistic culture to serve the readers of Alma Media 's newspapers , `` says Hannu Ollikainen , head of the new Helsinki desk .",opportunity responsibility create new journalistic culture serve readers alma media newspapers says hannu ollikainen head new helsinki desk
1468,0,"The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards .",first installment cinema series concludes profile finnish inventor olavi linden whose personal artistic journey work fiskars led dozens design awards
1469,-1,Net sales have been eaten by the weak US dollar .,net sales eaten weak us dollar
1470,1,Return on capital employed rose by 4.8 percentage points to 19.6 % .,return capital employed rose 48 percentage points 196
1471,-1,25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,25 march 2011 finnish electronics contract manufacturer scanfil oyj hel scf1v said today plan merge wholly owned scanfil ems group ojalayhtyma oy hit snag shareholders domestic rival rejected deal
1472,0,"A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A .",total 131000 talvivaara mining company plc new shares subscribed period may 1 2010 june 30 2010 company stock option rights 2007a
1473,1,"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .",pretax profit totalled eur 808 mn compared loss eur 131 mn corresponding period 2009
1474,0,Juha-Pekka Weckstr+¦m has been appointed President of telecom group TeliaSonera Finland to succeed Esa Rautalinko .,juhapekka weckstrm appointed president telecom group teliasonera finland succeed esa rautalinko
1475,0,The deal will have no significant effect on the acquiring company 's equity ratio .,deal significant effect acquiring company equity ratio
1476,-1,The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .,majority company personnel finland temporarily laid one six weeks period february june 2009 period
1477,-1,"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",finnish suominen corporation makes wipes nonwovens flexible packaging expects changes market situation reduce sales suominen nonwovens wet wipes previously estimated volumes
1478,1,`` The trend in the sports and leisure markets was favorable in the first months of the year .,trend sports leisure markets favorable first months year
1479,-1,Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,finnair total traffic decreased 87 terms revenue passenger kilometres
1480,0,Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .,amanda said already made usd5 0 investment commitment russia partners ii fund july 2005
1481,1,"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .",stock trading maps 50day map sek72 983 higher 200day map sek70 283 bullish indicator
1482,0,"After the transaction , Danske Bank becomes an equal player with Nordic bank group Nordea in the Nordic countries .",transaction danske bank becomes equal player nordic bank group nordea nordic countries
1483,-1,"Exports of goods fell by 59 % , and imports by 16.7 % .",exports goods fell 59 imports 167
1484,-1,"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",profit period eur 109 mn eur 143 mn 2009
1485,-1,"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",group operating loss eur 08 mn profit eur 25 mn 2004
1486,0,The plans will result in the introduction of new and highly specialized manufacturing methods and also entail changes to personnel at the facility .,plans result introduction new highly specialized manufacturing methods also entail changes personnel facility
1487,1,"The apartment block will be well-located , in easy reach of the city center and close to both a school and kindergarten .",apartment block welllocated easy reach city center close school kindergarten
1488,0,The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 .,company reported net sales 302 mln euro 4416 mln operating margin 16 pct 2006
1489,-1,Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,diluted earnings per share eps declined eur 078 eur 176
1490,0,"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .",founded 1946 strand associates provides civil environmental transportation electrical mechanical engineering services 350 employees 10 offices wisconsin alabama illinois indiana kentucky ohio
1491,0,"Following the transaction , Tulikivi restructured its operations into the Soapstone Fireplaces Business , Natural Stone Product Business and Ceramic Products Business units .",following transaction tulikivi restructured operations soapstone fireplaces business natural stone product business ceramic products business units
1492,-1,"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",third quarter fiscal 2008 efore swung net loss eur 400000 versus net profit eur 200000 corresponding period fiscal 2007
1493,-1,"Due to market conditions , the company will also temporarily lay off about 3,200 people at different sites .",due market conditions company also temporarily lay 3200 people different sites
1494,-1,As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,result negotiations employment 130 blue whitecollar employees oulu plant would terminated
1495,0,"The vessels also have to be environmentally friendly , fast , and have all modern conveniences .",vessels also environmentally friendly fast modern conveniences
1496,1,"In Middle East & North Africa , Tecnotree has grown considerably in the recent years .",middle east north africa tecnotree grown considerably recent years
1497,-1,"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",building home improvement trade sales decreased 63 totalling eur 1541 mn
1498,-1,"Net sales of the Paper segment decreased to EUR 221.6 mn in the second quarter of 2009 from EUR 241.1 mn in the second quarter of 2008 , while operating profit excluding non-recurring items rose to EUR 8.0 mn from EUR 7.6 mn .",net sales paper segment decreased eur 2216 mn second quarter 2009 eur 2411 mn second quarter 2008 operating profit excluding nonrecurring items rose eur 80 mn eur 76 mn
1499,1,The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % .,stock rose third day tuesday bringing threeday rise gbx10 50 18
1500,0,"`` Every partner will be allowed to buy a quantity of electricity corresponding to their share in the consortium , at production cost , '' a letter of intent said .",every partner allowed buy quantity electricity corresponding share consortium production cost letter intent said
1501,1,The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects .,deal strengthens ramirent position especially industrial sector large investment projects
1502,1,"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",elisa said mobile subscriptions grew 7 percent 2007 mainly customers adopting socalled third generation mobile technology
1503,-1,"In addition , the production at the Varpaisj+_ rvi factory will be stopped at the beginning of April 2009 .",addition production varpaisj rvi factory stopped beginning april 2009
1504,1,"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said .",investors continue interested company share although quite cheap affarsvarlden said
1505,1,"In addition , Lehdentekijat Oy will start producing a new membership magazine , Viisas Raha ( Wise Money ) for the Association .",addition lehdentekijat oy start producing new membership magazine viisas raha wise money association
1506,1,Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,finnish aldata solution signed contract supply gold system two french retail chains
1507,1,"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",company makes garden tools scissors consumer goods said earnings boosted 69 mln eur income received 167 pct shareholding finnish engineering group wartsila
1508,0,"The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",floor area yliopistonrinne project 7900 sq building gross area total 12800 sq total 251 facilities let
1509,-1,"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",result 12 people made redundant total 67 persons laid temporarily
1510,-1,"Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",operating profit sixmonth period decreased eur21m net sales increased eur436 9 compared corresponding period 2007
1511,-1,Finnish plumbing and heating systems supplier Uponor is temporarily laying off its whole workforce in Finland for two weeks as of mid-July 2009 .,finnish plumbing heating systems supplier uponor temporarily laying whole workforce finland two weeks midjuly 2009
1512,1,"Biohit and VWR have been in close cooperation for a number of years in the US , where Biohit is one of VWR 's focus suppliers .",biohit vwr close cooperation number years us biohit one vwr focus suppliers
1513,-1,"At this growth rate , paying off the national debt will be extremely painful .",growth rate paying national debt extremely painful
1514,0,"We went to the market with yield guidance of the 7.25 % area , which gave us the flexibility to go up or down by 1-8th .",went market yield guidance 725 area gave us flexibility go 18th
1515,-1,"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",cargo traffic fell 1 yearonyear 8561 tonnes september 2009
1516,-1,"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",26 october 2010 finnish environmental management company lassila tikanoja oyj hel lat1v lt said today net profit declined eur20 9 first nine months 2010 eur27 6 period year earlier
