Sentiment,Sentence,Clean sentences
568,-1,"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",according latvian business register uponor latvia closed red lvl 99000 eur 13953817 usd 19455648 turnover lvl 2346 mn 2009
569,1,UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,upmkymmene one world leading printing paper producers production 15 countries sales network covering 170 companies
570,-1,Asian traffic declined by 3.4 per cent .,asian traffic declined 34 per cent
571,1,1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .,1 february 2011 finnish textile clothing company marimekko oyj hel mmo1v said today preliminary operating profit grew eur8 2 2010 eur6 3 2009
572,1,Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,pretax profit rose eur 06 mn eur 04 mn corresponding period 2005
573,-1,"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",third quarter fiscal 2008 efore swung net loss eur 400000 versus net profit eur 200000 corresponding period fiscal 2007
574,-1,"On the other hand , Finnish sawmills ' production has decreased even more .",hand finnish sawmills production decreased even
575,-1,Most of the layoffs will be in Finland .,layoffs finland
576,1,"According to the company 's updated strategy for the years 2009-2012 , Basware targets a long-term net sales growth in the range of 20 % -40 % with an operating profit margin of 10 % -20 % of net sales .",according company updated strategy years 20092012 basware targets longterm net sales growth range 20 40 operating profit margin 10 20 net sales
577,-1,Subscription sales decreased slightly .,subscription sales decreased slightly
578,-1,"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",tietoenator 113 pct 1838 extending recent lows last week secondquarter report dealers said
579,1,Cramo Group 's financial targets for 2010-2013 are sales growth higher than 10 percent per year ; return on equity above 15 percent .,cramo group financial targets 20102013 sales growth higher 10 percent per year return equity 15 percent
580,-1,Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,earnings per share eps dropped eur 021 eur 031
581,-1,The acquisition of +_landsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,acquisition landsbanken sverige 2009 burdened performance eur 30 mn
582,-1,Finnish plumbing and heating systems supplier Uponor is temporarily laying off its whole workforce in Finland for two weeks as of mid-July 2009 .,finnish plumbing heating systems supplier uponor temporarily laying whole workforce finland two weeks midjuly 2009
583,-1,"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",capacity cut 14 passenger load factor 78 percentage points
584,1,The expansion includes the doubling of the floor space and the addition of more lifting capacity and production equipment .,expansion includes doubling floor space addition lifting capacity production equipment
585,1,"Nokia bought Chicago-based Navteq in 2008 , acquiring a maps database to compete with Google s maps as well as with navigation device companies such as TomTom NV and Garmin Ltd. .",nokia bought chicagobased navteq 2008 acquiring maps database compete google maps well navigation device companies tomtom nv garmin ltd
586,-1,"The personnel reduction will be carried out in Anjalankoski , Hollola , Jyvaskyla , Jarvenpaa , Karhula , Turku and Valkeakoski units .",personnel reduction carried anjalankoski hollola jyvaskyla jarvenpaa karhula turku valkeakoski units
587,1,Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,finnish cargotec kalmar received significant order us department defense
588,1,"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .",stock price rose 700 ores 09 close sek77 65 ending twoday streak losses
589,1,"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea .",following transaction lundbeck worldwide rights nalmefene excluding north america mexico turkey southkorea
590,-1,"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",loss financial items totalled eur 97 mn compared profit eur 13 mn corresponding period 2008
591,-1,"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .",however company saw net profit third quarter eur1 4 eur1 5 corresponding period 2009
592,-1,"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",capacity cut 14 passenger load factor 78 percentage points
593,-1,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,consolidated pretax profit decreased 692 eur 410 mn eur 1331 mn 2007
594,1,`` The purchase of the operations is part of YIT 's strategy to expand its offering of building system services geographically . '',purchase operations part yit strategy expand offering building system services geographically
595,-1,Performance in 2006 was impacted by the consolidation trend in the telecom sector and the overall and structural changes in the contract manufacturing market in telecommunications technology and industrial electronics .,performance 2006 impacted consolidation trend telecom sector overall structural changes contract manufacturing market telecommunications technology industrial electronics
596,-1,"At this growth rate , paying off the national debt will be extremely painful .",growth rate paying national debt extremely painful
597,-1,"Finnish Suominen Corporation that makes wet wipes , nonwovens , and flexible packaging is starting employer-employee negotiations at its Tampere plant in Finland to lay off about 25 employees .",finnish suominen corporation makes wet wipes nonwovens flexible packaging starting employeremployee negotiations tampere plant finland lay 25 employees
598,-1,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,operating profit fell eur 151 mn eur 246 mn 2006
599,1,TomTom has given assurances that it will continue to sell maps to competitors if it wins EU approval .,tomtom given assurances continue sell maps competitors wins eu approval
600,1,"The growth in the activeness of Talentum 's customers , which started at the end of 2009 , continued during the reporting period , the company stated .",growth activeness talentum customers started end 2009 continued reporting period company stated
601,-1,"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .",revenue slightly x20ac 495 million 634 million compared x20ac 497 million year earlier
602,-1,"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",finnish management software solutions provider ixonos oyj net profit decreased 369000 euro 575000 first quarter 2008 669000 euro 10 mln period 2007
603,-1,Viking Line has canceled some services .,viking line canceled services
604,-1,Asian traffic declined by 3.4 per cent .,asian traffic declined 34 per cent
605,-1,Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .,operating profit decreased eur 112 mn eur 166 mn
606,-1,Salonen added that data shows producers ' pulp inventories in North America are declining . ',salonen added data shows producers pulp inventories north america declining
607,-1,The repurchases shall decrease the distributable capital and reserves .,repurchases shall decrease distributable capital reserves
608,-1,Last year 's third quarter result had been burdened by costs stemming from restructuring in the US .,last year third quarter result burdened costs stemming restructuring us
609,-1,The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,stock hit profit warning finnish rival rautaruukki oyj omx rtrks
610,-1,"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .",finnair tallinnbased subsidiary aero carried 23335 passengers decline 608 routes helsinki baltic capitals within southern finland
611,-1,`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',operating profit declined mainly due increased cost wood recycled fiber strengthened euro
612,-1,Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,finnish media company talentum oyj net profit decreased 25 mln euro 40 mln first quarter 2008 30 mln euro 47 mln period 2007
613,-1,The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,fair value company investment properties went eur2 769 bn end september 2009 eur2 878 bn year earlier
614,-1,Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,pretax profit decreased 37 eur 1931 mn eur 3056 mn
615,1,"In addition to the demand in Finland , the export of lining stone products also increased .",addition demand finland export lining stone products also increased
616,1,"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing .",vessel order help aspo secure longterm competitiveness fleet terms technology pricing
617,-1,"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",adpnews oct 21 2009 finlandbased consultancy tieto oyj hel tie1v said today net profit plunged eur 294 million usd 439 first nine months 2009 eur 587 million period
618,-1,"Temporary lay-offs , affecting the entire workforce , will also be implemented .",temporary layoffs affecting entire workforce also implemented
619,-1,"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",making matters difficult company said grappling higher oil gas prices pushed cost energy raw materials transportation
620,-1,"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .",national conciliator juhani salonius met parties wednesday said far apart views propose mediation
621,-1,"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",profit period totalled eur 08 mn eur 11 mn corresponding period 2008
622,1,"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",nevertheless market share rose 4914 percent 4851 percent year earlier
623,-1,"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",january 6 ford struggling face slowing truck suv sales surfeit uptodate got tohave cars
624,-1,"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",building home improvement trade net sales totalled eur 1173 mn eur 1566 mn year earlier
625,-1,"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",lassila tikanoja operating profit excluding nonrecurring imputed items second quarter eur11 3 eur13 8 year ago
626,-1,"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",operating loss totalled eur 09 mn profit eur 27 mn
627,1,"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .",profitability ebit 139 compared 131 previousyear period
628,-1,Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,glaston net profit third quarter 2007 dropped 24 mln euro 35 mln 35 mln euro 51 mln corresponding period 2006
629,1,The announced restructuring will significantly decrease the Company 's indebtedness .,announced restructuring significantly decrease company indebtedness
630,1,This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,acquisition supports strategy close customers around world offering equipment related services
631,-1,"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .",alma media operating profit amounted eur 119 mn eur 150 mn year earlier
632,-1,"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",currency effect 30 pct 20 mln euro 313 mln negative impact revenue
633,1,"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",metso expects net sales increase 10 2008 comparable exchange rates
634,1,"Vaahto , which has entered the deal via its subsidiary Vaahto Pulp & Paper Machinery , will supply two of the units in the end of 2010 , while the remaining ones are expected for delivery in the beginning of 2011 .",vaahto entered deal via subsidiary vaahto pulp paper machinery supply two units end 2010 remaining ones expected delivery beginning 2011
635,1,Metso will supply the equipment for two process lines at Northland Resources ' new Kaunisvaara iron ore project in Sweden which exploits Tapuli and Sahavaara iron ore deposits .,metso supply equipment two process lines northland resources new kaunisvaara iron ore project sweden exploits tapuli sahavaara iron ore deposits
636,-1,"Also the city 's insurance company , If P & C Insurance , has said it will not pay compensation .",also city insurance company p c insurance said pay compensation
637,-1,The reduction notice applied to 17 people .,reduction notice applied 17 people
638,-1,Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,commission income fell eur 46 mn eur 51 mn corresponding period 2007
639,1,"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products .",theodosopoulos said tellabs could value nokia siemens nortel given leading supply status verizon along highgrowth products
640,1,"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",operating profit totaled eur 825mn eur 763mn 2004
641,-1,"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea",adp news feb 13 2009 finnish retailer kesko oyj hel kesbv said today total sales excluding value added tax vat stood eur 6613 million usd 8531 january 2009 152 yearonyea
642,-1,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",cerberus capital management lpbacked printing paper maker newpage corp posted mixed secondquarter results casting cloud planned initial public offering
643,-1,`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',operating profit declined mainly due increased cost wood recycled fiber strengthened euro
644,1,The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations .,company also featured ethibel pioneer investment register included innovest global 100 list world sustainable corporations
645,-1,"Jul. 18 -- Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another .",july 18 police looking man say terrorized three males gunpoint east maple avenue afternoon shooting one kidnapping another
646,1,The mill has long traditions and holds an established position in the markets .,mill long traditions holds established position markets
647,1,It will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance .,combine renew contents functionality current systems funding online service well maintenance
648,-1,"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .",however company saw net profit third quarter eur1 4 eur1 5 corresponding period 2009
649,-1,"Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",operating profit sixmonth period decreased eur21m net sales increased eur436 9 compared corresponding period 2007
650,-1,"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",periodend cash cash equivalents totaled eur6 5 compared eur10 5 previous year
651,-1,Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,pretax profit decreased 37 eur 1931 mn eur 3056 mn
652,-1,"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",periodend cash cash equivalents totaled eur6 5 compared eur10 5 previous year
653,-1,Finnish forest machinery manufacturer Ponsse has issued a profit warning .,finnish forest machinery manufacturer ponsse issued profit warning
654,-1,The number of bodily injury cases quadrupled in 2000-2006 .,number bodily injury cases quadrupled 20002006
655,1,"According to Finnish Aktia Bank 's Managing Director Jussi Laitinen , the bank 's aim is to triple the number of its customers in Finland in the next five years .",according finnish aktia bank managing director jussi laitinen bank aim triple number customers finland next five years
656,1,"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",eps continuing operations came 030 eur 017
657,-1,"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",frost sold shares 19 million 6067 12 per share compared friday high 1133 low 1014
658,1,"Finland 's Nokian Tyres and Kazakhstan 's Ordabasy Corporation signed an agreement to build a plant in Astana to produce car tires , Ordabasy chairman Dinmukhamet Idrisov said at a press conference .",finland nokian tyres kazakhstan ordabasy corporation signed agreement build plant astana produce car tires ordabasy chairman dinmukhamet idrisov said press conference
659,-1,Cash Flow from Operations for the most recent quarter also reached a eight year low .,cash flow operations recent quarter also reached eight year low
660,-1,Finnish Bank of +_land +_landsbanken has issued a profit warning .,finnish bank land landsbanken issued profit warning
661,-1,Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,diluted earnings per share eps fell eur 063 eur 171
662,1,"Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure .",sales climbed 192 pct 1002 bln eur surpassing 953 mln eur consensus figure
663,-1,"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .",according laavainen raisio food marketing used reactive inconsistent
664,-1,"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",budapest august 10 mti finnish electronics maker elcoteq lay 700 workers plants pecs hungary end september falling orders communications director elcoteq local unit zoltan krippl told mti monday
665,1,"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however .",handelsbanken ranked local cooperative banks aktia customer loyalty time however
666,-1,Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,finnish sports equipment company amer sports said decided lay 370 workers salomon division france
667,-1,Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,finnish communication electronics components supplier scanfil oyj tuesday said sales first half 2006 15 lower period year ago
668,-1,stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .,stores 16 march 2010 finnish stationery gift retailer tiimari hel tii1v said yesterday cut total 28 jobs units tiimari retail ltd gallerix finland ltd result closure shops
669,-1,"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",operating loss totalled eur 32 mn compared profit eur 72 mn third quarter 2008
670,1,Passenger volumes rose by 8.4 % in the accounting period .,passenger volumes rose 84 accounting period
671,-1,"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",insurer axa par cs slid 535 eur 1415 citigroup ing slashed targets stock
672,-1,Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,diluted earnings per share eps fell eur 063 eur 171
673,-1,"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .",finland snow storms brought trees power lines cutting electricity 2000 households
674,-1,The air traffic of Finland has been in stoppage since then .,air traffic finland stoppage since
675,1,"Operating profit surged to EUR21m from EUR106 ,000 .",operating profit surged eur21m eur106 000
676,-1,"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",strike finnair estimates incur net loss eur2m eur2 5 per day
677,-1,"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .",according laavainen raisio food marketing used reactive inconsistent
678,-1,"Employing 112 in Finland and 280 abroad , the unit recorded first-quarter 2007 sales of 8.6 mln eur , with an operating loss of 1.6 mln eur .",employing 112 finland 280 abroad unit recorded firstquarter 2007 sales 86 mln eur operating loss 16 mln eur
679,-1,"Kiosk and cinema operations have suffered , in particular .",kiosk cinema operations suffered particular
680,1,YIT Construction and the town of Riihim+Æki have signed a lease contract whereby the town will occupy the Travel Centre office facilities .,yit construction town riihimki signed lease contract whereby town occupy travel centre office facilities
681,-1,Also construction expenses have gone up in Russia .,also construction expenses gone russia
682,-1,"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",sampo bank market share lending 136 144 first quarter 2008
683,-1,"In addition , the company will reduce a maximum of ten jobs .",addition company reduce maximum ten jobs
684,-1,"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",however net sales declined eur 8036 million eur 12 billion
685,-1,"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",comparable operating profit quarter decreased eur510m sales increased eur860m compared third quarter 2007
686,1,"At the same time , sales development in Russia was boosted by the opening of Stockmann Nevsky Centre in St Petersburg .",time sales development russia boosted opening stockmann nevsky centre st petersburg
687,-1,"The OMX Helsinki index was 0.33 pct lower at 9,364.80 , while the OMX Helsinki CAP portfolio index was down 0.34 pct at 5,029.25 .",omx helsinki index 033 pct lower 936480 omx helsinki cap portfolio index 034 pct 502925
688,1,The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,company anticipates turnover whole 2010 surpass previous year eur 671 million
689,-1,"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .",baltic countries development operations reorganisation continued nonrecurring items related takeover process lowered earnings
690,1,"Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .",metsaliitto however narrowed net loss second quarter 2007 50 mln euro 69 mln 61 mln euro 837 mln year ago
691,-1,"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",finnish exel composites technology company designs manufactures markets composite profiles tubes various industrial applications reports net sales decreased 06 second quarter 2010 eur 192 mn eur 193 mn corresponding period 2009
692,-1,Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,profit taxes decreased eur 316 mn eur 500 mn year
693,-1,One of the challenges in the oil production in the North Sea is scale formation that can plug pipelines and halt production .,one challenges oil production north sea scale formation plug pipelines halt production
694,-1,"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea",adp news feb 13 2009 finnish retailer kesko oyj hel kesbv said today total sales excluding value added tax vat stood eur 6613 million usd 8531 january 2009 152 yearonyea
695,-1,"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",many commercial vessels got stuck narrow bay bothnia ice thicker around aaland islands
696,-1,Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,pretax profit decreased eur 338 mn eur 408 mn fourth quarter 2005
697,1,"`` We continued actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",continued actively focus rd position offering away point solutions towards dynamic endtoend solutions ervio stated
698,-1,"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",small firms suffering moment likely money trouble added
699,-1,"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",adpnews dec 1 2009 finnish cutlery hand tools maker fiskars oyj abp hel fisas said today make redundant total 18 office management staff members subsidiary iittala group ltd
700,-1,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,company confirmed estimate lower revenue whole 2009 yearago eur93 9 given interim report 5 august 2009
701,-1,"HELSINKI AFX - Kesko Corp is expected to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said .",helsinki afx kesko corp expected report lower second quarter eps today due tax charges earnings lines seen higher yearonyear analysts said
702,1,"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 .",operating profit totalled eur 70 mn loss eur 40 mn second quarter 2009
703,-1,"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .",finnish plumbing heating systems supplier uponor net sales continuing business operations decreased eur 2491 mn julyseptember 2008 compared eur 2621 mn third quarter 2007
704,1,About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .,elcoteq elcoteq se leading electronics manufacturing services ems company communications technology field
705,1,In addition the deal includes a call option which will enable Maritim Food AS to increase its holding in Sandanger AS to 51 % in the future .,addition deal includes call option enable maritim food increase holding sandanger 51 future
706,-1,A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,high court finland fined seven local asphalt companies lion 117 million operating cartel
707,-1,"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",lassila tikanoja operating profit excluding nonrecurring imputed items second quarter eur11 3 eur13 8 year ago
708,1,Growth is expected to continue in 2008 .,growth expected continue 2008
709,1,"The Brazilian unit of Finnish security solutions provider F-Secure signed up 1,500 new clients last year , online news source Reseller Web quoted the division 's commercial director , Vladimir Brand+_o , as saying .",brazilian unit finnish security solutions provider fsecure signed 1500 new clients last year online news source reseller web quoted division commercial director vladimir brando saying
710,1,"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",finnish security privacy software solutions developer stonesoft oyj said january 7 2008 preliminary sales stonegate products grew 59 pct yearonyear 36 mln euro 53 mln fourth quarter 2007
711,-1,Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .,operating loss increased eur 17mn loss eur 108 mn 2005
712,1,"Fiskars has a strong portfolio of international brands , which include Fiskars , Iittala , Gerber , Silva and Buster .",fiskars strong portfolio international brands include fiskars iittala gerber silva buster
713,-1,The recent troubles simply make NETeller cheaper .,recent troubles simply make neteller cheaper
714,-1,"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",omx helsinki index 034 pct 825602 turnover 813191 mln eur
715,1,"Demand seems to have hit bottom now , and some signs of improvement can be seen .",demand seems hit bottom signs improvement seen
716,-1,The company decided at the end of 2008 to temporarily shut down its ammonia plant in Billingham and extend the maintenance period at its Ince facility .,company decided end 2008 temporarily shut ammonia plant billingham extend maintenance period ince facility
717,-1,Full-year operating result for 2008 was 3.6 million negative .,fullyear operating result 2008 36 million negative
718,-1,"In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn .",building home improvement trade sales decreased 225 eur 2014 mn
719,-1,Net sales dropped by 6 % year-on-year to EUR 11.9 million .,net sales dropped 6 yearonyear eur 119 million
720,-1,Cash Flow from Operations for the most recent quarter also reached a eight year low .,cash flow operations recent quarter also reached eight year low
721,-1,"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn .",operating profit fell eur 354 mn eur 688 mn 2007 including vessel sales gain eur 123 mn
722,1,"The services also give the supplier opportunity to key-in invoices , receive orders electronically , to send order confirmations and to upload and create electronic catalogues .",services also give supplier opportunity keyin invoices receive orders electronically send order confirmations upload create electronic catalogues
723,-1,"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories .",result company temporarily layoff 25 whole personnel approximately 270 persons kirkkonummi nivala factories
724,-1,Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,finnlines estimated annual general meeting 2008 financially tough year due large investments
725,-1,"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",profit period totalled eur 11 mn eur 16 mn third quarter 2008
726,1,"The iTunes-based material will be accessible on Windows-based or Macintosh computers and transferable to portable devices , including Apple 's iPods .",itunesbased material accessible windowsbased macintosh computers transferable portable devices including apple ipods
727,1,"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .",operating profit totaled eur 55 mn eur 07 mn
728,-1,"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",2009 3 february 2010 finlandbased steel maker rautaruukki oyj hel rtrks ruukki said today slipped largerthanexpected pretax loss eur46m fourth quarter 2009 yearearlier profit eur45m
729,-1,Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,diluted earnings per share eps fell eur 063 eur 171
730,1,It will focus on improving its profitability next year by streamlining operations .,focus improving profitability next year streamlining operations
731,1,Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,diluted earnings per share eps rose eur 052 versus eur 009
732,-1,"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",largest restructuring planned italy negotiations 40 job cuts initiated today company noted
